Words,All,Tree Hole,Wailing Wall,Unique Tree Hole,Unique Wailing Wall,Both
鸡腿,1,1,1,0,0,1
鹿岛森,1,0,1,0,1,0
?,1,0,0,0,0,0
?,1,0,1,0,1,0
??,1,0,1,0,1,0
?,1,0,1,0,1,0
?3年,1,0,1,0,1,0
?,1,0,1,0,1,0
?,1,0,1,0,1,0
震,1,0,1,0,1,0
需要,1,1,0,1,0,0
零下,1,0,1,0,1,0
长河,1,1,0,1,0,0
那时,1,0,1,0,1,0
那边,1,0,1,0,1,0
那里,1,0,1,0,1,0
那面,1,0,1,0,1,0
醒了,1,1,1,0,0,1
重庆市,1,0,0,0,0,0
重新,1,1,0,1,0,0
重来,1,0,1,0,1,0
问,1,1,1,0,0,1
雯雯,1,0,1,0,1,0
问问,1,0,0,0,0,0
问题,1,0,1,0,1,0
阿,1,0,1,0,1,0
陌生,1,0,1,0,1,0
陌生人,1,0,1,0,1,0
降,1,0,1,0,1,0
难熬,1,1,1,0,0,1
难道,1,0,1,0,1,0
许,1,0,1,0,1,0
视频,1,0,0,0,0,0
理解,1,1,1,0,0,1
真快,1,0,1,0,1,0
真诚,1,1,0,1,0,0
睡,1,1,1,0,0,1
知道吗,1,0,1,0,1,0
砍掉,1,0,1,0,1,0
破防,1,0,1,0,1,0
确认身亡,1,0,1,0,1,0
碎碎念,1,1,1,0,0,1
祸不单行,1,1,0,1,0,0
私信,1,0,1,0,1,0
稀里哗啦,1,0,1,0,1,0
穿好衣服,1,1,1,0,0,1
竟然,1,1,0,1,0,0
端午,1,0,1,0,1,0
笑,1,0,1,0,1,0
笑一笑,1,0,1,0,1,0
笑死,1,1,0,1,0,0
第285,1,0,1,0,1,0
第285天,1,0,1,0,1,0
第一个,1,0,1,0,1,0
真的有,1,0,1,0,1,0
真好,1,0,1,0,1,0
见,1,0,1,0,1,0
看着,1,0,1,0,1,0
生,1,1,0,1,0,0
生病,1,0,1,0,1,0
画室,1,0,1,0,1,0
画手,1,0,1,0,1,0
画笔,1,0,1,0,1,0
留,1,0,1,0,1,0
留在,1,0,1,0,1,0
疫苗,1,0,1,0,1,0
疯跑,1,1,1,0,0,1
疼爱,1,0,1,0,1,0
白,1,0,1,0,1,0
百日,1,0,1,0,1,0
的人,1,1,1,0,0,1
盛开,1,1,1,0,0,1
相信,1,0,1,0,1,0
相册,1,0,0,0,0,0
相同,1,0,1,0,1,0
看一下,1,0,1,0,1,0
看不到,1,0,1,0,1,0
